Caso 1: N=550307962409600896, O=449999999999999999
Caso 5069: N=819527834237894784, O=799999999999999999
Caso 5070: N=776250385190913408, O=669999999999999999
Caso 5071: N=842938889053156352, O=799999999999999999
Caso 5072: N=863007669600589440, O=799999999999999999
Caso 5073: N=922402595961758720, O=899999999999999999
Caso 5074: N=476574828712960832, O=469999999999999999
Caso 5075: N=339932104297368000, O=338899999999999999
Caso 5076: N=731940575359216384, O=699999999999999999
Caso 5077: N=237588031592367648, O=236999999999999999
Caso 5078: N=87900743160650768, O=79999999999999999
Caso 5079: N=503311465154033792, O=499999999999999999
Caso 5080: N=949404901165295744, O=899999999999999999
Caso 5081: N=53840440620298688, O=49999999999999999
Caso 5082: N=716116911393246592, O=699999999999999999
Caso 5083: N=246780120394065152, O=246779999999999999
Caso 5084: N=744292812097073920, O=699999999999999999
Caso 5085: N=751968822764214528, O=699999999999999999
Caso 5086: N=551097899594778816, O=449999999999999999
Caso 5087: N=491811954411843328, O=489999999999999999
Caso 5088: N=536792656473389056, O=499999999999999999
Caso 5089: N=171437851637749280, O=169999999999999999
Caso 5090: N=801323461683522944, O=799999999999999999
Caso 5091: N=365685490091995712, O=359999999999999999
Caso 5092: N=636388822194752896, O=599999999999999999
Caso 5093: N=217507668839881920, O=199999999999999999
Caso 5094: N=658776072570242176, O=599999999999999999
Caso 5095: N=90936481830322880, O=89999999999999999
Caso 5096: N=570557917996824320, O=569999999999999999
Caso 5097: N=274004214399082624, O=269999999999999999
Caso 5098: N=269610981561444352, O=268999999999999999
Caso 5099: N=258764583762238528, O=257999999999999999
Caso 5100: N=651003290906430848, O=599999999999999999
Caso 5101: N=655759739133696896, O=599999999999999999
Caso 5102: N=425351288905836096, O=399999999999999999
Caso 5103: N=300999817658574336, O=299999999999999999
Caso 5104: N=701652720002988800, O=699999999999999999
Caso 5105: N=159957778187835424, O=158899999999999999
Caso 5106: N=834867516985621376, O=799999999999999999
Caso 5107: N=753554658951593088, O=699999999999999999
Caso 5108: N=96276892536598768, O=89999999999999999
Caso 5109: N=757062676356251264, O=699999999999999999
Caso 5110: N=389159997895026560, O=388999999999999999
Caso 5111: N=338858495738321408, O=337799999999999999
Caso 5112: N=383469358968429696, O=379999999999999999
Caso 5113: N=599709046090903552, O=588999999999999999
Caso 5114: N=788969539946575744, O=788899999999999999
Caso 5115: N=985590610188041728, O=899999999999999999
Caso 5116: N=812861035497983744, O=799999999999999999
Caso 5117: N=821871278483836800, O=799999999999999999
Caso 5118: N=269499591582346944, O=268999999999999999
Caso 5119: N=651099126724249472, O=599999999999999999
Caso 5120: N=18825406636911344, O=17799999999999999
Caso 5121: N=50829621417475376, O=49999999999999999
Caso 5122: N=927041626353157376, O=899999999999999999
Caso 5123: N=215212766862429408, O=199999999999999999
Caso 5124: N=966563452508247808, O=899999999999999999
Caso 5125: N=160893423755589344, O=159999999999999999
Caso 5126: N=329052327976399296, O=299999999999999999
Caso 5127: N=773723352744698368, O=669999999999999999
Caso 5128: N=20339896386281532, O=19999999999999999
Caso 5129: N=560538211450437888, O=559999999999999999
Caso 5130: N=672239861765968000, O=669999999999999999
Caso 5131: N=375636770383763200, O=369999999999999999
Caso 5132: N=654775352801496960, O=599999999999999999
Caso 5133: N=223558703060742560, O=223557999999999999
Caso 5134: N=742473740085264512, O=699999999999999999
Caso 5135: N=620360610673208448, O=599999999999999999
Caso 5136: N=897481863578824064, O=889999999999999999
Caso 5137: N=750034420190273536, O=699999999999999999
Caso 5138: N=325840655772693056, O=299999999999999999
Caso 5139: N=559317057269143808, O=558999999999999999
Caso 5140: N=64961631816307320, O=59999999999999999
Caso 5141: N=974350631657232768, O=899999999999999999
Caso 5142: N=521926989914448768, O=499999999999999999
Caso 5143: N=31039979214834036, O=29999999999999999
Caso 5144: N=733572468998546048, O=699999999999999999
Caso 5145: N=25212306581262724, O=24999999999999999
Caso 5146: N=618415740554696192, O=599999999999999999
Caso 5147: N=899634986816312320, O=888999999999999999
Caso 5148: N=173495205413588192, O=169999999999999999
Caso 5149: N=286534016242764192, O=279999999999999999
Caso 5150: N=800344049147495424, O=799999999999999999
Caso 5151: N=663552433439918336, O=559999999999999999
Caso 5152: N=666022042512269440, O=555999999999999999
Caso 5153: N=408284362231754368, O=399999999999999999
Caso 5154: N=987875026989193600, O=899999999999999999
Caso 5155: N=554942804743697536, O=449999999999999999
Caso 5156: N=223117046042377248, O=222999999999999999
Caso 5157: N=372808416374802304, O=369999999999999999
Caso 5158: N=523195366815062848, O=499999999999999999
Caso 5159: N=559434565902408256, O=558999999999999999
Caso 5160: N=233083149398106368, O=222999999999999999
Caso 5161: N=634847356127094784, O=599999999999999999
Caso 5162: N=260158324804365056, O=259999999999999999
Caso 5163: N=751995084942976128, O=699999999999999999
Caso 5164: N=467302667531921408, O=466999999999999999
Caso 5165: N=522419313513506880, O=499999999999999999
Caso 5166: N=849549017431307136, O=799999999999999999
Caso 5167: N=966605179931785728, O=899999999999999999
Caso 5168: N=700401113335732352, O=699999999999999999
Caso 5169: N=410921512460262080, O=399999999999999999
Caso 5170: N=658357235053267200, O=599999999999999999
Caso 5171: N=95798341540130448, O=89999999999999999
Caso 5172: N=919816956303104256, O=899999999999999999
Caso 5173: N=664257993739297664, O=559999999999999999
Caso 5174: N=813200595022601216, O=799999999999999999
Caso 5175: N=250686000500213184, O=249999999999999999
Caso 5176: N=730643105952621440, O=699999999999999999
Caso 5177: N=974493940087577472, O=899999999999999999
Caso 5178: N=316048452391903808, O=299999999999999999
Caso 5179: N=602910490662917760, O=599999999999999999
Caso 5180: N=97737864709574464, O=89999999999999999
Caso 5181: N=525481362538293888, O=499999999999999999
Caso 5182: N=44655301012843208, O=44599999999999999
Caso 5183: N=977037677285969280, O=899999999999999999
Caso 5184: N=9487095359624110, O=8999999999999999
Caso 5185: N=356097742481632704, O=355999999999999999
Caso 5186: N=720619763075580288, O=699999999999999999
Caso 5187: N=165221368200800256, O=159999999999999999
Caso 5188: N=996230871752217728, O=889999999999999999
Caso 5189: N=405183152192735360, O=399999999999999999
Caso 5190: N=604743185916580224, O=599999999999999999
Caso 5191: N=495542422192319232, O=489999999999999999
Caso 5192: N=691251949834565376, O=689999999999999999
Caso 5193: N=982958002360290304, O=899999999999999999
Caso 5194: N=762369983609473408, O=699999999999999999
Caso 5195: N=401245185743122944, O=399999999999999999
Caso 5196: N=783355062153453440, O=779999999999999999
Caso 5197: N=832647539003950592, O=799999999999999999
Caso 5198: N=230649030057106688, O=229999999999999999
Caso 5199: N=610164433591156736, O=599999999999999999
Caso 5200: N=777449817723893888, O=666999999999999999
Caso 5201: N=521235913401703296, O=499999999999999999
Caso 5202: N=315164058912320576, O=299999999999999999
Caso 5203: N=101956659972811552, O=99999999999999999
Caso 5204: N=953182170241452032, O=899999999999999999
Caso 5205: N=629716608533239168, O=599999999999999999
Caso 5206: N=545137979722952768, O=499999999999999999
Caso 5207: N=165319293088366464, O=159999999999999999
Caso 5208: N=791542265985571200, O=789999999999999999
Caso 5209: N=100902424587563376, O=99999999999999999
Caso 5210: N=524424557478579968, O=499999999999999999
Caso 5211: N=728201854163571584, O=699999999999999999
Caso 5212: N=925509968621979648, O=899999999999999999
Caso 5213: N=146802857451585952, O=146799999999999999
Caso 5214: N=29758252616569836, O=28999999999999999
Caso 5215: N=631084016071469312, O=599999999999999999
Caso 5216: N=363181082376396032, O=359999999999999999
Caso 5217: N=317772304506076416, O=299999999999999999
Caso 5218: N=228240909057833216, O=227999999999999999
Caso 5219: N=666714789055025024, O=666699999999999999
Caso 5220: N=330451057515320320, O=229999999999999999
Caso 5221: N=692077820006287360, O=689999999999999999
Caso 5222: N=812802155668499456, O=799999999999999999
Caso 5223: N=19278323438307820, O=18999999999999999
Caso 5224: N=585215380169144960, O=579999999999999999
Caso 5225: N=657230281729515520, O=599999999999999999
Caso 5226: N=187377525479236032, O=179999999999999999
Caso 5227: N=201771480151954560, O=199999999999999999
Caso 5228: N=466178427285402368, O=455999999999999999
Caso 5229: N=423368417477339456, O=399999999999999999
Caso 5230: N=572806691817926976, O=569999999999999999
Caso 5231: N=712448972229525632, O=699999999999999999
Caso 5232: N=256746007260272416, O=256699999999999999
Caso 5233: N=234180265455400256, O=233999999999999999
Caso 5234: N=49962038381079376, O=48899999999999999
Caso 5235: N=409512242655257664, O=399999999999999999
Caso 5236: N=668108946896127744, O=667999999999999999
Caso 5237: N=222291917465992320, O=222289999999999999
Caso 5238: N=108374797667233120, O=99999999999999999
Caso 5239: N=37788092543212584, O=37777999999999999
Caso 5240: N=375508444068134464, O=369999999999999999
Caso 5241: N=993748967250025856, O=889999999999999999
Caso 5242: N=226635114848231744, O=225599999999999999
Caso 5243: N=431963928521357248, O=399999999999999999
Caso 5244: N=577806217877255552, O=577799999999999999
Caso 5245: N=320161004530772224, O=299999999999999999
Caso 5246: N=375098868591054016, O=369999999999999999
Caso 5247: N=668016764957437952, O=667999999999999999
Caso 5248: N=492865795579508160, O=489999999999999999
Caso 5249: N=767275188853709056, O=699999999999999999
Caso 5250: N=101942823947204880, O=99999999999999999
Caso 5251: N=837792810197803264, O=799999999999999999
Caso 5252: N=549883760270323712, O=499999999999999999
Caso 5253: N=695190050179053440, O=689999999999999999
Caso 5254: N=40367352437141072, O=39999999999999999
Caso 5255: N=181265493644199200, O=179999999999999999
Caso 5256: N=794692652162438400, O=789999999999999999
Caso 5257: N=828115910621961600, O=799999999999999999
Caso 5258: N=257752963007548672, O=256699999999999999
Caso 5259: N=26819991598649896, O=26799999999999999
Caso 5260: N=685190111697990912, O=679999999999999999
Caso 5261: N=510533957069609792, O=499999999999999999
Caso 5262: N=856836180158242304, O=799999999999999999
Caso 5263: N=361982071793033792, O=359999999999999999
Caso 5264: N=21431580965374452, O=19999999999999999
Caso 5265: N=841800691431118336, O=799999999999999999
Caso 5266: N=634476532706155008, O=599999999999999999
Caso 5267: N=885330083219080960, O=779999999999999999
Caso 5268: N=228556768774381792, O=227999999999999999
Caso 5269: N=112690747390613696, O=112689999999999999
Caso 5270: N=405345628247779072, O=399999999999999999
Caso 5271: N=74898859606266416, O=69999999999999999
Caso 5272: N=590602895860761600, O=589999999999999999
Caso 5273: N=355065283654629760, O=344999999999999999
Caso 5274: N=805875732550273408, O=799999999999999999
Caso 5275: N=149204582368618336, O=148999999999999999
Caso 5276: N=319390380636461056, O=299999999999999999
Caso 5277: N=359799233015612800, O=358999999999999999
Caso 5278: N=8064582484218263, O=7999999999999999
Caso 5279: N=794090276957945856, O=789999999999999999
Caso 5280: N=535049639116400576, O=499999999999999999
Caso 5281: N=218295996390291072, O=199999999999999999
Caso 5282: N=793239479551304192, O=789999999999999999
Caso 5283: N=181911373425215456, O=179999999999999999
Caso 5284: N=333390548497114816, O=333389999999999999
Caso 5285: N=299362795840917504, O=288999999999999999
Caso 5286: N=862642864912138112, O=799999999999999999
Caso 5287: N=119151897679093296, O=118999999999999999
Caso 5288: N=120198430203321552, O=119999999999999999
Caso 5289: N=585916016018419712, O=579999999999999999
Caso 5290: N=94708067554330256, O=89999999999999999
Caso 5291: N=124381185592544512, O=123999999999999999
Caso 5292: N=303674201415710336, O=299999999999999999
Caso 5293: N=464930891578412608, O=459999999999999999
Caso 5294: N=698153228486437760, O=689999999999999999
Caso 5295: N=860532327540925056, O=799999999999999999
Caso 5296: N=253617779647360320, O=249999999999999999
Caso 5297: N=389244703181192512, O=388999999999999999
Caso 5298: N=855527709245131904, O=799999999999999999
Caso 5299: N=623802773240068480, O=599999999999999999
Caso 5300: N=159588148055970976, O=158999999999999999
Caso 5301: N=311269134043873216, O=299999999999999999
Caso 5302: N=503604150694267776, O=499999999999999999
Caso 5303: N=526049215645770432, O=499999999999999999
Caso 5304: N=50155007620920400, O=49999999999999999
Caso 5305: N=426361306231153728, O=399999999999999999
Caso 5306: N=355016824168808768, O=344999999999999999
Caso 5307: N=598367559450655616, O=589999999999999999
Caso 5308: N=771490662868228992, O=669999999999999999
Caso 5309: N=557549580665378304, O=556999999999999999
Caso 5310: N=129804576095714608, O=128999999999999999
Caso 5311: N=290620648352571968, O=289999999999999999
Caso 5312: N=165933000103659424, O=159999999999999999
Caso 5313: N=463504579625682560, O=459999999999999999
Caso 5314: N=236024747726524384, O=235999999999999999
Caso 5315: N=744995470602428928, O=699999999999999999
Caso 5316: N=39783699015311976, O=38999999999999999
Caso 5317: N=458092113504804928, O=457999999999999999
Caso 5318: N=815362074373943936, O=799999999999999999
Caso 5319: N=781242940170562176, O=779999999999999999
Caso 5320: N=764488113671937920, O=699999999999999999
Caso 5321: N=992538920300984832, O=889999999999999999
Caso 5322: N=152664508417660992, O=149999999999999999
Caso 5323: N=747072739862506496, O=699999999999999999
Caso 5324: N=516476772743642112, O=499999999999999999
Caso 5325: N=270188499264093280, O=269999999999999999
Caso 5326: N=937595541484091392, O=899999999999999999
Caso 5327: N=259246540134581472, O=258999999999999999
Caso 5328: N=228330409591705248, O=227999999999999999
Caso 5329: N=539018920284330048, O=499999999999999999
Caso 5330: N=762100728273511680, O=699999999999999999
Caso 5331: N=389233355265265280, O=388999999999999999
Caso 5332: N=297563969957770368, O=289999999999999999
Caso 5333: N=438540074723331136, O=399999999999999999
Caso 5334: N=539143590116643584, O=499999999999999999
Caso 5335: N=31860643412537804, O=29999999999999999
Caso 5336: N=979207535725239808, O=899999999999999999
Caso 5337: N=665383179546097664, O=559999999999999999
Caso 5338: N=236173958473670176, O=235999999999999999
Caso 5339: N=36215176121941360, O=35999999999999999
Caso 5340: N=174494918534250368, O=169999999999999999
Caso 5341: N=265840529323636672, O=259999999999999999
Caso 5342: N=431050092340722432, O=399999999999999999
Caso 5343: N=175118591736921696, O=169999999999999999
Caso 5344: N=20353429475838624, O=19999999999999999
Caso 5345: N=63808837766097800, O=59999999999999999
Caso 5346: N=718642706256920576, O=699999999999999999
Caso 5347: N=182821894245298816, O=179999999999999999
Caso 5348: N=283021512409200384, O=279999999999999999
Caso 5349: N=89034977211049696, O=88999999999999999
Caso 5350: N=923108087698241664, O=899999999999999999
Caso 5351: N=900134421442878464, O=899999999999999999
Caso 5352: N=64003167731454976, O=59999999999999999
Caso 5353: N=383257944687213952, O=379999999999999999
Caso 5354: N=403824338457917888, O=399999999999999999
Caso 5355: N=32022333122761816, O=29999999999999999
Caso 5356: N=737701312931844480, O=699999999999999999
Caso 5357: N=230786499881766816, O=229999999999999999
Caso 5358: N=482242990623126784, O=479999999999999999
Caso 5359: N=144782545847203840, O=144779999999999999
Caso 5360: N=357455159383118656, O=356999999999999999
Caso 5361: N=685247015972121344, O=679999999999999999
Caso 5362: N=162416199737848704, O=159999999999999999
Caso 5363: N=308218149763026752, O=299999999999999999
Caso 5364: N=990338795120192384, O=889999999999999999
Caso 5365: N=245681463503638400, O=245679999999999999
Caso 5366: N=869716913953593600, O=799999999999999999
Caso 5367: N=222811385236181280, O=222799999999999999
Caso 5368: N=570961984027397312, O=569999999999999999
Caso 5369: N=672870931489033088, O=669999999999999999
Caso 5370: N=890278212796749056, O=889999999999999999
Caso 5371: N=762711231183879040, O=699999999999999999
Caso 5372: N=900646027412821888, O=899999999999999999
Caso 5373: N=230704888911811616, O=229999999999999999
Caso 5374: N=557934766740197568, O=557899999999999999
Caso 5375: N=612422282996114688, O=599999999999999999
Caso 5376: N=360731079879314752, O=359999999999999999
Caso 5377: N=87612575096292944, O=79999999999999999
Caso 5378: N=5958008063024267, O=5899999999999999
Caso 5379: N=78402140838871536, O=77999999999999999
Caso 5380: N=757403691782601472, O=699999999999999999
Caso 5381: N=219517096397050848, O=199999999999999999
Caso 5382: N=477633890963582976, O=466999999999999999
Caso 5383: N=216345214058471744, O=199999999999999999
Caso 5384: N=470316428042789952, O=469999999999999999
Caso 5385: N=918469261093055616, O=899999999999999999
Caso 5386: N=772740155621654016, O=669999999999999999
Caso 5387: N=130750556773300384, O=129999999999999999
Caso 5388: N=738403935948771584, O=699999999999999999
Caso 5389: N=930062717020104704, O=899999999999999999
Caso 5390: N=396238022024514176, O=389999999999999999
Caso 5391: N=675442050498783232, O=669999999999999999
Caso 5392: N=483682920452752832, O=479999999999999999
Caso 5393: N=317927368757616640, O=299999999999999999
Caso 5394: N=371000375513274496, O=369999999999999999
Caso 5395: N=812029451687909760, O=799999999999999999
Caso 5396: N=547456210422379712, O=499999999999999999
Caso 5397: N=385043791759549696, O=379999999999999999
Caso 5398: N=478157240762571264, O=477999999999999999
Caso 5399: N=567869151231536448, O=567799999999999999
Caso 5400: N=593223895534327808, O=589999999999999999
Caso 5401: N=369316312097018752, O=368999999999999999
Caso 5402: N=896646351319681152, O=889999999999999999
Caso 5403: N=875903755535082880, O=799999999999999999
Caso 5404: N=216737202141877536, O=199999999999999999
Caso 5405: N=174787565938743776, O=169999999999999999
Caso 5406: N=827814888130606336, O=799999999999999999
Caso 5407: N=575830092794272640, O=569999999999999999
Caso 5408: N=996013923774012032, O=889999999999999999
Caso 5409: N=100073273680078560, O=99999999999999999
Caso 5410: N=711426164728979584, O=699999999999999999
Caso 5411: N=509365094363759232, O=499999999999999999
Caso 5412: N=312766501721616128, O=299999999999999999
Caso 5413: N=382040692788736192, O=379999999999999999
Caso 5414: N=66182760104054880, O=55999999999999999
Caso 5415: N=951950106997447424, O=899999999999999999
Caso 5416: N=781577468809270144, O=779999999999999999
Caso 5417: N=385449703017588160, O=379999999999999999
Caso 5418: N=820885566213992704, O=799999999999999999
Caso 5419: N=589053621709316480, O=588999999999999999
Caso 5420: N=34288765892756644, O=33999999999999999
Caso 5421: N=438221012386313408, O=399999999999999999
Caso 5422: N=241605874327165184, O=239999999999999999
Caso 5423: N=867303333005911168, O=799999999999999999
Caso 5424: N=424455126251863872, O=399999999999999999
Caso 5425: N=637191000911256576, O=599999999999999999
Caso 5426: N=205755539101407968, O=199999999999999999
Caso 5427: N=828998513892916992, O=799999999999999999
Caso 5428: N=940344079214559488, O=899999999999999999
Caso 5429: N=430658016326999040, O=399999999999999999
Caso 5430: N=625698103723497344, O=599999999999999999
Caso 5431: N=473124069648955264, O=469999999999999999
Caso 5432: N=244848118005400640, O=244799999999999999
Caso 5433: N=421720665906627520, O=399999999999999999
Caso 5434: N=282551290208886016, O=279999999999999999
Caso 5435: N=276807899657396288, O=269999999999999999
Caso 5436: N=296807298987310592, O=289999999999999999
Caso 5437: N=630353305933218304, O=599999999999999999
Caso 5438: N=195089767407077632, O=189999999999999999
Caso 5439: N=758233470800909184, O=699999999999999999
Caso 5440: N=450623139173191744, O=449999999999999999
Caso 5441: N=402359944291927552, O=399999999999999999
Caso 5442: N=919163789051487232, O=899999999999999999
Caso 5443: N=865339981768707456, O=799999999999999999
Caso 5444: N=279678229005880256, O=278999999999999999
Caso 5445: N=259792415127766400, O=258999999999999999
Caso 5446: N=849808541176788480, O=799999999999999999
Caso 5447: N=534212713167041856, O=499999999999999999
Caso 5448: N=623957840436132864, O=599999999999999999
Caso 5449: N=250114535449563648, O=249999999999999999
Caso 5450: N=681225338971925760, O=679999999999999999
Caso 5451: N=976886262571033856, O=899999999999999999
Caso 5452: N=523403204919495232, O=499999999999999999
Caso 5453: N=770339074804791296, O=669999999999999999
Caso 5454: N=669074979096053120, O=668999999999999999
Caso 5455: N=130354161273137696, O=129999999999999999
Caso 5456: N=765909005743795328, O=699999999999999999
Caso 5457: N=417559356749319424, O=399999999999999999
Caso 5458: N=235030309646588992, O=234999999999999999
Caso 5459: N=226898206441485728, O=226889999999999999
Caso 5460: N=752509869781494912, O=699999999999999999
Caso 5461: N=148743356883659584, O=147999999999999999
Caso 5462: N=755293732768912512, O=699999999999999999
Caso 5463: N=630421372728987136, O=599999999999999999
Caso 5464: N=262184222288499456, O=259999999999999999
Caso 5465: N=920352659019651968, O=899999999999999999
Caso 5466: N=82792328057316512, O=79999999999999999
Caso 5467: N=924288616210944512, O=899999999999999999
Caso 5468: N=484836087633103040, O=479999999999999999
Caso 5469: N=22294618415718224, O=22289999999999999
Caso 5470: N=467021990782556352, O=466999999999999999
Caso 5471: N=733249684630998784, O=699999999999999999
Caso 5472: N=383398394800404032, O=379999999999999999
Caso 5473: N=520910861864584128, O=499999999999999999
Caso 5474: N=56019035029133304, O=55999999999999999
Caso 5475: N=915339093749873408, O=899999999999999999
Caso 5476: N=44634408626533784, O=44599999999999999
Caso 5477: N=582150989403128320, O=579999999999999999
Caso 5478: N=91695979058240672, O=89999999999999999
Caso 5479: N=569218157118948992, O=568999999999999999
Caso 5480: N=183096355618799776, O=179999999999999999
Caso 5481: N=958775317906208896, O=899999999999999999
Caso 5482: N=242785845984965760, O=239999999999999999
Caso 5483: N=768244466904886912, O=699999999999999999
Caso 5484: N=373833264499464384, O=369999999999999999
Caso 5485: N=594376168237592576, O=589999999999999999
Caso 5486: N=258897201042849856, O=258889999999999999
Caso 5487: N=54624562798007312, O=49999999999999999
Caso 5488: N=906822974731703040, O=899999999999999999
Caso 5489: N=122202069746497392, O=111199999999999999
Caso 5490: N=274689919875079616, O=269999999999999999
Caso 5491: N=505325903162183744, O=499999999999999999
Caso 5492: N=379736047135871296, O=378999999999999999
Caso 5493: N=18215082153632768, O=17999999999999999
Caso 5494: N=644939459648711424, O=599999999999999999
Caso 5495: N=615994309799769216, O=599999999999999999
Caso 5496: N=275521715765134944, O=269999999999999999
Caso 5497: N=305506158905712448, O=299999999999999999
Caso 5498: N=149265454557304992, O=148999999999999999
Caso 5499: N=339943644377701888, O=338899999999999999
Caso 5500: N=807439629004871936, O=799999999999999999
Caso 5501: N=1139541682693368, O=1138999999999999
Caso 5502: N=769557825783858304, O=699999999999999999
Caso 5503: N=366354726423108736, O=355999999999999999
Caso 5504: N=256543138971729088, O=255999999999999999
Caso 5505: N=946691498377058176, O=899999999999999999
Caso 5506: N=13641818059591526, O=13599999999999999
Caso 5507: N=125140598662361712, O=124999999999999999
Caso 5508: N=875253187639928448, O=799999999999999999
Caso 5509: N=270195215534726464, O=269999999999999999
Caso 5510: N=935481020063442816, O=899999999999999999
Caso 5511: N=65505945305871504, O=59999999999999999
Caso 5512: N=185544543069213184, O=179999999999999999
Caso 5513: N=489897681790351296, O=488999999999999999
Caso 5514: N=585225313625992832, O=579999999999999999
Caso 5515: N=471048312358121408, O=469999999999999999
Caso 5516: N=161398840795986528, O=159999999999999999
Caso 5517: N=189181017640631104, O=188999999999999999
Caso 5518: N=611668230983465216, O=599999999999999999
Caso 5519: N=446319658606030272, O=445999999999999999
Caso 5520: N=352561866998796800, O=349999999999999999
Caso 5521: N=267194822780730592, O=266999999999999999
Caso 5522: N=135186512660717136, O=134999999999999999
Caso 5523: N=738086342126374528, O=699999999999999999
Caso 5524: N=480275245019553856, O=479999999999999999
Caso 5525: N=1192374343234159, O=1189999999999999
Caso 5526: N=810991933005068800, O=799999999999999999
Caso 5527: N=739096855483450112, O=699999999999999999
Caso 5528: N=415535363828976576, O=399999999999999999
Caso 5529: N=544258028523188160, O=499999999999999999
Caso 5530: N=210533722503345344, O=199999999999999999
Caso 5531: N=362986170104802816, O=359999999999999999
Caso 5532: N=736565552510580224, O=699999999999999999
Caso 5533: N=26059441118444272, O=25999999999999999
Caso 5534: N=263147437257920768, O=259999999999999999
Caso 5535: N=476016044328886336, O=469999999999999999
Caso 5536: N=254569951807953952, O=249999999999999999
Caso 5537: N=124452235950492480, O=124449999999999999
Caso 5538: N=520554128269081984, O=499999999999999999
Caso 5539: N=224671404860533824, O=224669999999999999
Caso 5540: N=995470588438499200, O=889999999999999999
Caso 5541: N=832211625055556480, O=799999999999999999
Caso 5542: N=433571118290541504, O=399999999999999999
Caso 5543: N=907702780458718720, O=899999999999999999
Caso 5544: N=130211806944240944, O=129999999999999999
Caso 5545: N=155859156176316288, O=155799999999999999
Caso 5546: N=663404151713197184, O=559999999999999999
Caso 5547: N=7024867203329177, O=6999999999999999
Caso 5548: N=257349112977873984, O=256999999999999999
Caso 5549: N=652499594237048064, O=599999999999999999
Caso 5550: N=689147833509264512, O=688999999999999999
Caso 5551: N=613952426405137664, O=599999999999999999
Caso 5552: N=259022318185485056, O=258999999999999999
Caso 5553: N=35777167399847376, O=35666999999999999
Caso 5554: N=618629560525146240, O=599999999999999999
Caso 5555: N=765574281234914560, O=699999999999999999
Caso 5556: N=675045739653361280, O=669999999999999999
Caso 5557: N=563506122796263104, O=559999999999999999
Caso 5558: N=161489486184270048, O=159999999999999999
Caso 5559: N=140636645145321376, O=139999999999999999
Caso 5560: N=169730589595480608, O=168999999999999999
Caso 5561: N=557225939066599872, O=556999999999999999
Caso 5562: N=181397444706229760, O=179999999999999999
Caso 5563: N=155127728491722176, O=144999999999999999
Caso 5564: N=202188351907696128, O=199999999999999999
Caso 5565: N=197876826133455584, O=189999999999999999
Caso 5566: N=108565256114954496, O=99999999999999999
Caso 5567: N=744825367134805376, O=699999999999999999
Caso 5568: N=453245811765072064, O=449999999999999999
Caso 5569: N=691986217779771264, O=689999999999999999
Caso 5570: N=764220436974087808, O=699999999999999999
Caso 5571: N=25389937356641300, O=24999999999999999
Caso 5572: N=910735865153892224, O=899999999999999999
Caso 5573: N=9202366036587196, O=8999999999999999
Caso 5574: N=825465560591789568, O=799999999999999999
Caso 5575: N=580155364787932160, O=579999999999999999
Caso 5576: N=769810843319109632, O=699999999999999999
Caso 5577: N=654706952617633280, O=599999999999999999
Caso 5578: N=241955241693829216, O=239999999999999999
Caso 5579: N=341590811466211648, O=339999999999999999
Caso 5580: N=466057766443428544, O=455999999999999999
Caso 5581: N=358982949219351616, O=358899999999999999
Caso 5582: N=405080172889382720, O=399999999999999999
Caso 5583: N=904476586674717056, O=899999999999999999
Caso 5584: N=226578019281358240, O=225999999999999999
Caso 5585: N=142610287208850720, O=139999999999999999
Caso 5586: N=765856065345924864, O=699999999999999999
Caso 5587: N=637157470454528128, O=599999999999999999
Caso 5588: N=497826584485420608, O=489999999999999999
Caso 5589: N=945206706473401344, O=899999999999999999
Caso 5590: N=899472419366863744, O=888999999999999999
Caso 5591: N=141807645847338400, O=139999999999999999
Caso 5592: N=488888668720551808, O=477777999999999999
Caso 5593: N=895326111933476480, O=889999999999999999
Caso 5594: N=722464662853378048, O=699999999999999999
Caso 5595: N=455460990693455808, O=444999999999999999
Caso 5596: N=855004759401451520, O=799999999999999999
Caso 5597: N=342073230432665472, O=339999999999999999
Caso 5598: N=682730262389919488, O=679999999999999999
Caso 5599: N=880631592213845760, O=779999999999999999
Caso 5600: N=238537485099363360, O=237999999999999999
Caso 5601: N=969387128284611840, O=899999999999999999
Caso 5602: N=263117868449783232, O=259999999999999999
Caso 5603: N=487668948007070720, O=479999999999999999
Caso 5604: N=983206819081900160, O=899999999999999999
Caso 5605: N=670393047033449984, O=669999999999999999
Caso 5606: N=66075780368666240, O=55999999999999999
Caso 5607: N=140563206910102160, O=139999999999999999
Caso 5608: N=842302896473356928, O=799999999999999999
Caso 5609: N=371915857988159616, O=369999999999999999
Caso 5610: N=79854288157883648, O=78999999999999999
Caso 5611: N=363735479011145344, O=359999999999999999
Caso 5612: N=912718368781344128, O=899999999999999999
Caso 5613: N=668194946868720000, O=667999999999999999
Caso 5614: N=466014127797166976, O=455999999999999999
Caso 5615: N=489419358369487232, O=488999999999999999
Caso 5616: N=344025063249430272, O=333999999999999999
Caso 5617: N=948034854389461632, O=899999999999999999
Caso 5618: N=353500895900369472, O=349999999999999999
Caso 5619: N=303559448965534912, O=299999999999999999
Caso 5620: N=595453091391520640, O=589999999999999999
Caso 5621: N=681071854662708480, O=679999999999999999
Caso 5622: N=676303374830072576, O=669999999999999999
Caso 5623: N=842723129050154624, O=799999999999999999
Caso 5624: N=143512151461912768, O=139999999999999999
Caso 5625: N=666531287933930368, O=555999999999999999
Caso 5626: N=49721336972394448, O=48999999999999999
Caso 5627: N=85342554548992640, O=79999999999999999
